,title,location,cost_for_two,cuisine,ratings,review_counts,phone,url
6224,HR05 Food Plaza,Potheri,₹250,Fast Food,3.6,36 votes,+91 6369162684,https://www.zomato.com/chennai/hr05-food-plaza-potheri
6225,New Punjabi Dhaba,Madhavaram,₹300,"Biryani,North Indian",2.9,34 votes,"+91 9940444075, +91 9962333965",https://www.zomato.com/chennai/new-punjabi-dhaba-madhavaram
6226,Eat Out Multicuisine Restaurant,Thiruvanmiyur,₹350,"North Indian,Chinese",3.2,35 votes,"+91 9962933344, +91 9884100066",https://www.zomato.com/chennai/eat-out-multicuisine-restaurant-thiruvanmiyur
6227,Four 60 Restaurant,Porur,₹400,"South Indian,North Indian,Chinese",2.8,30 votes,"044 24767878, +91 9841826170",https://www.zomato.com/chennai/four-60-restaurant-porur
6228,Get 2 Gether,Porur,₹350,"Fast Food,Italian,Beverages",3.5,24 votes,+91 7200500955,https://www.zomato.com/chennai/get-2-gether-porur
6229,Lovely Multi Cuisine Restaurant,Chengalpattu,₹450,"South Indian,Chinese,Fast Food",3.4,26 votes,+91 8939691757,https://www.zomato.com/chennai/lovely-multi-cuisine-restaurant-chengalpattu
6230,Andhi Rooftop Diner,Potheri,₹700,"Chinese,Finger Food,South Indian,Kerala",3.6,26 votes,+91 9791492459,https://www.zomato.com/chennai/andhi-rooftop-diner-potheri
6231,Al Rahim Takeway Restaurant,Pallavaram,₹350,"Chinese,South Indian",3.4,30 votes,+91 9176019900,https://www.zomato.com/chennai/al-rahim-takeway-restaurant-pallavaram
6232,Meena Veg Restaurant,Thiruvanmiyur,₹400,"Street Food,Fast Food,North Indian",3.4,28 votes,"044 43057888, +91 9789085486",https://www.zomato.com/chennai/meena-veg-restaurant-thiruvanmiyur
6233,Mithaiwale,"OMR Food Street, Kandanchavadi",₹250,"Mithai,Street Food,North Indian",2.6,19 votes,+91 9884844660,https://www.zomato.com/chennai/mithaiwale-perungudi
6234,Rose Unavagam,Pallavaram,₹150,South Indian,3.6,33 votes,+91 9176492323,https://www.zomato.com/chennai/rose-unavagam-pallavaram
6235,Rakshanaa Family Restaurant,Kolathur,₹550,"North Indian,Chinese,Pizza,Fast Food,Beverages",3.6,30 votes,"+91 9514954000, +91 9514964000",https://www.zomato.com/chennai/rakshanaa-family-restaurant-1-kolathur
6236,Ambis Cafe,Chromepet,₹200,"Fast Food,South Indian,North Indian",3.6,41 votes,+91 8098733869,https://www.zomato.com/chennai/ambis-cafe-chromepet
6237,Padma's Grill,Adambakkam,₹350,"Biryani,BBQ,Mughlai",3.7,31 votes,+91 9003102876,https://www.zomato.com/chennai/padmas-grill-adambakkam
6238,R Cube - Hotel SRR Grand,"Hotel SRR Grand, Vandalur",₹500,"Chinese,Biryani",3.2,32 votes,044 22750095,https://www.zomato.com/chennai/r-cube-hotel-srr-grand-vandalur
6239,Krishna Bhavan,GST Road,₹250,"Chinese,North Indian,South Indian",3.4,38 votes,"+91 9677718840, +91 9840176350",https://www.zomato.com/chennai/krishna-bhavan-gst-road
6240,Absolute Desire,Kottivakkam,₹300,Chinese,3.3,36 votes,"+91 9080554072, +91 9962458989",https://www.zomato.com/chennai/absolute-desire-kottivakkam
6241,Jungle,Royapuram,₹800,North Indian,3.4,37 votes,"+91 9840182822, 044 43375577",https://www.zomato.com/chennai/jungle-1-royapuram
6242,Hunger's Box,Semmancheri,₹250,"North Indian,Chinese,South Indian,Biryani",3.2,32 votes,+91 8939580881,https://www.zomato.com/chennai/hungers-box-semmancheri
6243,Cake Delights,Tiruvottiyur,₹400,"Bakery,Ice Cream,Fast Food",NEW,,044 25734766,https://www.zomato.com/chennai/cake-delights-tiruvottiyur
6244,Dum Briyani,Porur,₹400,Biryani,3.1,36 votes,"+91 9940282842, +91 9791822989",https://www.zomato.com/chennai/dum-briyani-porur
6245,Spaghetti Chutney,Pallikaranai,₹300,Continental,3.5,32 votes,+91 8939313056,https://www.zomato.com/chennai/spaghetti-chutney-pallikaranai
6246,Andavar Biryani,Madipakkam,₹250,Biryani,2.8,25 votes,"+91 9176855044, +91 9952990077",https://www.zomato.com/chennai/andavar-biryani-madipakkam
6247,Step In Restaurant,Avadi,₹400,"Fast Food,Bakery",3.3,37 votes,+91 9940444433,https://www.zomato.com/chennai/step-in-restaurant-avadi
6248,Soo Meen,Taramani,₹300,"South Indian,Seafood",3.8,16 votes,+91 9489491886,https://www.zomato.com/chennai/soo-meen-taramani
6249,Hotel Soorya,Ambattur,₹450,"South Indian,North Indian,Chinese",3.5,43 votes,"044 26573668, +91 7708513236",https://www.zomato.com/chennai/hotel-soorya-ambattur
6251,Al Rabah's Beef Kitchen,"OMR Food Street, Guduvancheri",₹300,"Chinese,South Indian,Rolls",3.4,36 votes,+91 9360193534,https://www.zomato.com/chennai/al-rabahs-beef-kitchen-gst-road
6252,Yours Tastefully,Madhavaram,₹250,"Fast Food,Beverages",3.5,35 votes,+91 9344833521,https://www.zomato.com/chennai/yours-tastefully-madhavaram
6253,Udhaya Desi Tadka,Taramani,₹150,"Street Food,North Indian,Fast Food",3.2,28 votes,+91 9841457558,https://www.zomato.com/chennai/udhaya-desi-tadka-taramani
6254,The Seafarers,"OMR Food Street, Ambattur",₹450,"Seafood,North Indian,Chinese",3,15 votes,"044 48555486, +91 9600176107",https://www.zomato.com/chennai/the-seafarers-ambattur
6255,Fire Wood Biryani,Velachery,₹400,"Biryani,North Indian,Momos",3,23 votes,+91 9884407255,https://www.zomato.com/chennai/fire-wood-biryani-velachery
6256,Zion Home Bakes,Medavakkam,₹350,"Desserts,Bakery",3,4 votes,+91 7395969041,https://www.zomato.com/chennai/zion-home-bakes-1-medavakkam
6257,Udupi Hotel Shree Durga,Karapakkam,₹150,South Indian,3.7,28 votes,044 24500896,https://www.zomato.com/chennai/udupi-hotel-shree-durga-karapakkam
6258,Bismillah Beef Biryani,Alandur,₹250,Biryani,3.6,38 votes,+91 9940523650,https://www.zomato.com/chennai/bismillah-beef-biryani-alandur
6259,A R Biriyani,Adambakkam,₹350,"South Indian,Biryani,North Indian",2.5,37 votes,"+91 8807014411, +91 8807014422",https://www.zomato.com/chennai/a-r-biriyani-adambakkam
6260,Mother Parrot Juizy Forest,Poonamalle,₹150,"Beverages,Ice Cream,Fast Food",3.5,18 votes,"+91 9884320023, +91 8667488599",https://www.zomato.com/chennai/mother-parrot-juizy-forest-poonamalle
6261,Sorgam Bar,"Hotel Vassi Palaze, Kanchipuram District","₹1,000",Finger Food,3.2,35 votes,"+91 9176657183, +91 9176657148",https://www.zomato.com/chennai/sorgam-bar-kanchipuram-district
6262,Biriyani Feast,Karapakkam,₹500,Biryani,2.9,28 votes,+91 8939700500,https://www.zomato.com/chennai/biriyani-feast-karapakkam
6263,New Taj Biryani,Selaiyur,₹300,Biryani,3.6,28 votes,+91 9092191324,https://www.zomato.com/chennai/new-taj-biryani-selaiyur
6264,Star Burma Hotel,"OMR Food Street, Guduvancheri",₹200,Burmese,3.3,24 votes,"+91 6383806097, +91 9994464366",https://www.zomato.com/chennai/star-burma-hotel-gst-road
6265,Chaat Chatore,Porur,₹300,"Street Food,Fast Food",3.6,20 votes,+91 9789097800,https://www.zomato.com/chennai/chaat-chatore-2-porur
6266,Raaghaa Chettinad Restaurant,Neelangarai,₹500,"South Indian,Chinese,North Indian,Chettinad,Biryani",3.3,28 votes,"044 24493576, +91 9884636551",https://www.zomato.com/chennai/raaghaa-chettinad-restaurant-neelangarai
6267,Hotel Haarish,Kelambakkam,₹450,"South Indian,Chettinad,Biryani,Chinese,North Indian",3.3,26 votes,"+91 9962401850, +91 9940208974",https://www.zomato.com/chennai/hotel-haarish-kelambakkam
6268,Al Modern Restaurant,Avadi,₹450,North Indian,3.5,34 votes,044 26371987,https://www.zomato.com/chennai/al-modern-restaurant-avadi
6269,Boganvila Patisserie & Cafe,Velachery,₹400,Bakery,3.6,18 votes,+91 8999266662,https://www.zomato.com/chennai/boganvila-patisserie-cafe-velachery
6270,Nizam Grand Inn,Padur,₹200,"South Indian,Chinese,Mughlai",3.2,36 votes,"044 47407504, +91 7330969325",https://www.zomato.com/chennai/nizam-grand-inn-1-padur
6271,Idli Town,Thuraipakkam,₹200,"South Indian,Chinese",3.5,31 votes,+91 7338901649,https://www.zomato.com/chennai/idli-town-thuraipakkam
6272,Food O'Clock,Sholinganallur,₹300,"North Indian,Biryani,Chinese",NEW,,"+91 9789232702, +91 9176600119",https://www.zomato.com/chennai/food-oclock-sholinganallur
6273,Crazy Grill,Tiruvottiyur,₹500,"North Indian,Chinese",3.7,40 votes,+91 9840040354,https://www.zomato.com/chennai/crazy-grill-tiruvottiyur
6274,Zawaj Biriyani,Perungudi,₹250,Biryani,3.9,31 votes,"+91 9994087009, +91 6383397880",https://www.zomato.com/chennai/zawaj-biriyani-perungudi
6275,Shawarma 360 Degree,Madipakkam,₹250,"Fast Food,Beverages",3.4,33 votes,+91 7305632541,https://www.zomato.com/chennai/shawarma-360-degree-madipakkam
6276,Giri's Kitchen,Ramapuram,₹250,"Chinese,Fast Food,South Indian,Biryani,Seafood",3.6,29 votes,"+91 9976196164, +91 9551639969",https://www.zomato.com/chennai/giris-kitchen-ramapuram
6277,Thallu Vandi,Medavakkam,₹550,"South Indian,North Indian,Chinese,Biryani",3.5,29 votes,+91 9003142408,https://www.zomato.com/chennai/thallu-vandi-medavakkam
6278,The Grill Corner,Avadi,₹200,"Chinese,Lebanese,Arabian",3.4,37 votes,+91 9087801801,https://www.zomato.com/chennai/the-grill-corner-avadi
6279,Delicious Donuts,Ambattur,₹200,"Bakery,Fast Food",3.2,25 votes,+91 9840878897,https://www.zomato.com/chennai/delicious-donuts-ambattur
6280,Muniyandi Vilas,Chengalpattu,₹250,"South Indian,North Indian,Chinese",3.6,28 votes,+91 9952704819,https://www.zomato.com/chennai/muniyandi-vilas-chengalpattu
6281,Rumman,Muttukadu,₹500,"South Indian,North Indian,Chinese,Beverages",3.1,25 votes,"+91 9940523631, +91 8124239999",https://www.zomato.com/chennai/rumman-muttukadu
6282,Fish 'N' Joy,Mogappair,₹300,"South Indian,Andhra,Biryani",3.6,38 votes,"044 26531918, +91 9962895163",https://www.zomato.com/chennai/fish-n-joy-mogappair
6283,Splash - Novotel,Novotel Chennai Sipcot,"₹2,500","European,North Indian,Chinese",3.4,11 votes,"+91 8939808126, 044 66545454",https://www.zomato.com/chennai/splash-novotel-egatoor
6284,Waffkinz,"OMR Food Street, Kandanchavadi",₹200,Desserts,3.3,22 votes,"+91 9841840841, +91 8610218522",https://www.zomato.com/chennai/waffkinz-1-perungudi
6285,Meals on Wheels,Kolathur,₹300,"South Indian,Chinese",3.4,27 votes,+91 9003066601,https://www.zomato.com/chennai/meals-on-wheels-kolathur
6286,Taj Thalapakattu Biriyani,Poonamalle,₹600,"South Indian,Biryani",3.5,37 votes,+91 9043567670,https://www.zomato.com/chennai/taj-thalapakattu-biriyani-poonamalle
6287,Aqua Grill,"Fortune Select Grand, Chengalpattu",₹900,Seafood,3.4,18 votes,"044 27464646, 044 67414243",https://www.zomato.com/chennai/aqua-grill-chengalpattu
6288,Mydil Biriyani & Fast Food,Poonamalle,₹250,"Biryani,Fast Food",3.6,37 votes,+91 9884190324,https://www.zomato.com/chennai/mydil-biriyani-fast-food-poonamalle
6289,Tansen Inn,Medavakkam,₹600,"Biryani,Chinese,North Indian,Arabian,Bengali,Desserts,Beverages",3.4,27 votes,+91 8489605444,https://www.zomato.com/chennai/tansen-inn-medavakkam
6290,Appachi Family Restaurant,Mogappair,₹650,"North Indian,South Indian,Chinese",3.5,10 votes,+91 9962442323,https://www.zomato.com/chennai/appachi-family-restaurant-mogappair
6291,Biriyani House,Potheri,₹300,"Biryani,North Indian,Fast Food",3.6,41 votes,"+91 9840012269, +91 8754837758",https://www.zomato.com/chennai/biriyani-house-potheri
6292,Sri Annapoorna,Pallavaram,₹250,"South Indian,Chinese",3.4,27 votes,"+91 9841403488, +91 7358387817",https://www.zomato.com/chennai/sri-annapoorna-pallavaram
6293,Chariot,"Ponnis Grand Inn Hotel, Thiruvallur",₹700,"North Indian,Chinese",3.5,28 votes,"+91 8939999478, 044 43801384",https://www.zomato.com/chennai/chariot-poonamalle
6294,Adukalai,"OMR Food Street, Navallur",₹400,South Indian,3.6,23 votes,+91 7299260233,https://www.zomato.com/chennai/adukalai-navallur
6295,Panda Choice BBQ Club,GST Road,₹300,"Fast Food,Continental",3.4,27 votes,+91 9789056501,https://www.zomato.com/chennai/panda-choice-bbq-club-gst-road
6296,Hotel Mount Plaza,St. Thomas Mount,₹350,"North Indian,South Indian,Chinese,Biryani",3.4,25 votes,"044 22341836, 044 22346387",https://www.zomato.com/chennai/hotel-mount-plaza-st-thomas-mount
6297,Saravana's Geetha Cafe,Medavakkam,₹300,South Indian,3.1,26 votes,+91 8056296461,https://www.zomato.com/chennai/saravanas-geetha-cafe-medavakkam
6298,Slurppp & Sip,"The Grand Mall, Velachery",₹250,Fast Food,3.4,20 votes,+91 9962286903,https://www.zomato.com/chennai/slurppp-sip-velachery
6299,Welcome Biryani,Karapakkam,₹300,"Biryani,Chinese",3.4,11 votes,+91 9176763311,https://www.zomato.com/chennai/welcome-biryani-1-karapakkam
6300,Pan & Pastry,Sholinganallur,₹300,Bakery,3.1,16 votes,"+91 9884889257, +91 8667789010",https://www.zomato.com/chennai/pan-pastry-sholinganallur
6301,Burger Bistro,Chromepet,₹200,Fast Food,3.7,26 votes,+91 8015236456,https://www.zomato.com/chennai/burger-bistro-chromepet
6302,Shin Chan,Selaiyur,₹500,"North Indian,Fast Food",3.5,20 votes,"+91 9176670914, +91 8015380179",https://www.zomato.com/chennai/shin-chan-selaiyur
6303,The Hub - IBIS Hotel,"IBIS Hotel, Old Mahabalipuram Road (OMR)","₹1,800",Bar Food,3.2,27 votes,"+91 8939852709, +91 8939852720",https://www.zomato.com/chennai/the-hub-ibis-hotel-egatoor
6304,Madurai Devar Mess,Kolathur,₹450,"South Indian,Chinese,Seafood,North Indian",2.7,28 votes,"+91 8870980006, +91 9787133197",https://www.zomato.com/chennai/madurai-devar-mess-kolathur
6305,Narsuvai Organic Kitchen,Velachery,₹350,Healthy Food,3.6,25 votes,+91 9500107874,https://www.zomato.com/chennai/narsuvai-organic-kitchen-velachery
6306,SAN Coffee Plus,Thiruvanmiyur,₹900,"Desserts,Continental,Fast Food",3.7,19 votes,044 24492588,https://www.zomato.com/chennai/san-coffee-plus-thiruvanmiyur
6307,Nanjil Unavagam,Madipakkam,₹500,"North Indian,Chinese,South Indian",2.9,12 votes,+91 9488888845,https://www.zomato.com/chennai/nanjil-unavagam-madipakkam
6308,Sea Shore Restaurant,Mahabalipuram,₹600,"Seafood,North Indian",2.6,19 votes,+91 9940319642,https://www.zomato.com/chennai/sea-shore-restaurant-mahabalipuram
6309,Getty Chutney,Porur,₹250,"South Indian,Chinese",3.3,20 votes,+91 7904563484,https://www.zomato.com/chennai/getty-chutney-porur
6310,Thirukkural Unvagam,Poonamalle,₹400,South Indian,3.5,22 votes,+91 9500517818,https://www.zomato.com/chennai/thirukkural-unvagam-poonamalle
6311,Urban Spice Box - Zone By The Park,"Zone by The Park, Pallikaranai","₹2,000","North Indian,Chinese,Street Food",3.5,20 votes,"+91 8939991893, +91 9176397000",https://www.zomato.com/chennai/urban-spice-box-zone-by-the-park-pallikaranai
6312,Cream Hub,Perungudi,₹200,"Ice Cream,Fast Food",3.7,23 votes,+91 9597733421,https://www.zomato.com/chennai/cream-hub-perungudi
6313,Joyce Kitchen Multicuisine Restaurant,Ramapuram,₹500,"Chinese,South Indian",3.5,25 votes,+91 7401770177,https://www.zomato.com/chennai/joyce-kitchen-multicuisine-restaurant-ramapuram
6314,Pizza Plazza,Potheri,₹300,Pizza,3.5,34 votes,"+91 8056210601, +91 9940484946",https://www.zomato.com/chennai/pizza-plazza-1-potheri
6315,Raspberrys,Porur,₹250,"Fast Food,Ice Cream",3.5,29 votes,"+91 9710010129, +91 9710743636",https://www.zomato.com/chennai/raspberrys-porur
6316,Cozzy 24,Chromepet,"₹1,100","North Indian,Mughlai,Chinese,Continental",2.8,18 votes,"044 22510545, +91 9444393116",https://www.zomato.com/chennai/cozzy-24-chromepet
6317,Takkaru Biriyani,Mahabalipuram,₹350,"Chettinad,Biryani,Chinese",3,21 votes,+91 8220660033,https://www.zomato.com/chennai/takkaru-biriyani-mahabalipuram
6318,PP Residency,Padur,₹550,"North Indian,Chinese,South Indian",3.3,28 votes,"+91 9789186354, +91 9176068341",https://www.zomato.com/chennai/pp-residency-padur
6319,Hotel Sri Mahalakshmi,Perungudi,₹250,South Indian,3.5,27 votes,"044 24965634, +91 9444158555",https://www.zomato.com/chennai/hotel-sri-mahalakshmi-perungudi
6321,Hotel Raja Bhavan,Ambattur,₹250,"South Indian,North Indian,Chinese",3.3,31 votes,044 26572875,https://www.zomato.com/chennai/hotel-raja-bhavan-ambattur
6322,Lassibae,Porur,₹250,"Beverages,Fast Food",3.4,15 votes,+91 8608563377,https://www.zomato.com/chennai/lassibae-porur
6323,Just Now Came Bro Cafe,Kanchipuram District,₹200,"Beverages,Fast Food",3.6,35 votes,+91 8056080241,https://www.zomato.com/chennai/just-now-came-bro-cafe-kanchipuram-district
6324,Frybox,Padur,₹250,Fast Food,3.2,24 votes,"+91 8940591858, +91 7349491994",https://www.zomato.com/chennai/frybox-padur
6325,Deeshva Resutaurant,Thiruvanmiyur,₹300,South Indian,3.5,19 votes,044 48587779,https://www.zomato.com/chennai/deeshva-resutaurant-2-thiruvanmiyur
6326,Pizza Boy - Wood Fired Bistro,Porur,₹350,Pizza,3.4,17 votes,+91 8111000177,https://www.zomato.com/chennai/pizza-boy-wood-fired-bistro-porur
6327,TN 57 Dindigul  Biriyani Restaurant,"Mahindra World City, Chengalpattu",₹500,South Indian,3.4,31 votes,+91 9095005757,https://www.zomato.com/chennai/tn-57-dindigul-biriyani-restaurant-chengalpattu
6328,Oven Toaster Grill,Adambakkam,₹350,Fast Food,3.5,38 votes,"+91 8838209605, +91 8122748910",https://www.zomato.com/chennai/oven-toaster-grill-adambakkam
6329,Just Idlis,Selaiyur,₹200,South Indian,3.5,29 votes,"+91 9566038777, +91 9566029777",https://www.zomato.com/chennai/just-idlis-selaiyur
6330,Mano's Kitchen,Tiruvottiyur,₹350,"South Indian,Chinese",3.7,23 votes,+91 9840516437,https://www.zomato.com/chennai/manos-kitchen-tiruvottiyur
6331,Chennai Spicy Kitchen,Vandalur,₹550,"Biryani,Chettinad,Chinese",3.5,27 votes,+91 6383403434,https://www.zomato.com/chennai/chennai-spicy-kitchen-vandalur
6332,White Forest,Perungudi,₹300,Bakery,3.2,31 votes,"044 42155855, +91 9962055855",https://www.zomato.com/chennai/white-forest-perungudi
6333,Grand Multi-Cuisine Restaurant,Velachery,₹800,"South Indian,Chinese,North Indian",3.5,30 votes,+91 9790481126,https://www.zomato.com/chennai/grand-multi-cuisine-restaurant-velachery
6334,Shaan-E-Punjab,Perungudi,₹400,"Biryani,North Indian,Rolls",2.6,16 votes,+91 7871546060,https://www.zomato.com/chennai/shaan-e-punjab-perungudi
6335,Bhats,Tambaram,₹350,"North Indian,South Indian,Street Food",3.2,30 votes,044 22266050,https://www.zomato.com/chennai/bhats-tambaram
6336,Kebab Kingdom,"OMR Food Street, Guduvancheri",₹400,BBQ,3.5,27 votes,+91 9940004446,https://www.zomato.com/chennai/kebab-kingdom-gst-road
6337,Dany's Barbecue and Kitchen,Mahabalipuram,"₹1,000","Asian,Chinese,Continental,South Indian,Seafood,Grill",-,,+91 9710686421,https://www.zomato.com/chennai/danys-barbecue-and-kitchen-mahabalipuram
6338,Sri Seeraga Samba Millets and Organic Veg Restaurant,Pallavaram,₹300,"Healthy Food,South Indian",3.5,27 votes,+91 9677087055,https://www.zomato.com/chennai/sri-seeraga-samba-millets-and-organic-veg-restaurant-pallavaram
6339,Kumarans Kudil,Old Mahabalipuram Road (OMR),₹600,"Chettinad,Chinese,South Indian,Seafood",3.4,25 votes,+91 8428188888,https://www.zomato.com/chennai/kumarans-kudil-old-mahabalipuram-road-omr
6340,Hotel Nawab,Red Hills,₹350,"Mughlai,Seafood,Biryani",3.4,20 votes,+91 9940186152,https://www.zomato.com/chennai/hotel-nawab-1-red-hills
6341,Manna Restaurant,GST Road,₹450,"Biryani,Chinese",3.4,37 votes,+91 9840620595,https://www.zomato.com/chennai/manna-restaurant-gst-road
6342,Mubarak's Chick O Chick,Medavakkam,₹300,Chinese,3.5,36 votes,+91 9940162803,https://www.zomato.com/chennai/mubaraks-chick-o-chick-medavakkam
6343,Dosa Hut,Selaiyur,₹150,South Indian,3.5,24 votes,+91 9500036749,https://www.zomato.com/chennai/dosa-hut-selaiyur
6344,Sandwich Paradise,Selaiyur,₹300,"Burger,Sandwich",3.6,29 votes,+91 9962314608,https://www.zomato.com/chennai/sandwich-paradise-selaiyur
6345,Juice Time,Potheri,₹300,"Juices,Beverages,Sandwich",3.5,26 votes,"+91 9551110276, +91 8056630129",https://www.zomato.com/chennai/juice-time-potheri
6346,Organic Andhra Mess,Mogappair,₹300,"Andhra,South Indian",3.1,22 votes,+91 7540060080,https://www.zomato.com/chennai/organic-andhra-mess-mogappair
6347,Jai Sri Kannappas Thattu Idli Kadai,Mogappair,₹200,South Indian,3.2,22 votes,+91 8189909909,https://www.zomato.com/chennai/jai-sri-kannappas-thattu-idli-kadai-mogappair
